Kind,Identifier,Common Facet,Leaf Term
3,538,"Object, Stile",Stile
3,4475,"Object, Still",Still
3,14809,"Object, Stilt",Stilt
3,4797,"Object, Stirrup Cup",Stirrup Cup
3,5534,"Object, Stitch Divider",Stitch Divider
3,6814,"Object, Stitch Heaver",Stitch Heaver
3,6975,"Object, Stitch Holder",Stitch Holder
3,6868,"Object, Stitch Ripper",Stitch Ripper
3,23,"Object, Stoop",Stoop
3,4749,"Object, Stopper",Stopper
3,5381,"Object, Stopping Knife",Stopping Knife
3,2867,"Object, Storage Belt",Storage Belt
3,2868,"Object, Storage Belt, Money Belt",Money Belt
3,2869,"Object, Storage Belt, Tool Belt",Tool Belt
3,4838,"Object, Stoup",Stoup
3,5540,"Object, Straining Fork",Straining Fork
3,4941,"Object, Straw",Straw
3,4942,"Object, Straw, Bombilla",Bombilla
3,13090,"Object, Streamer",Streamer
3,6317,"Object, Stretcher Bar",Stretcher Bar
3,7126,"Object, Stretching Wheel",Stretching Wheel
3,3165,"Object, Strigil",Strigil
3,345,"Object, Stringer",Stringer
3,5369,"Object, Strip Heater",Strip Heater
3,394,"Object, Stud",Stud
3,14882,"Object, Stuffed Toy",Stuffed Toy
3,14883,"Object, Stuffed Toy, Stuffed Animal",Stuffed Animal
3,14884,"Object, Stuffed Toy, Stuffed Animal, Teddy Bear",Teddy Bear
3,6921,"Object, Stuffer Box",Stuffer Box
3,6336,"Object, Stuffing Box",Stuffing Box
3,5634,"Object, Stuffing Rod",Stuffing Rod
3,6457,"Object, Sucker Rod",Sucker Rod
3,6519,"Object, Sucker Rod Wrench",Sucker Rod Wrench
3,5064,"Object, Sugar Hammer",Sugar Hammer
3,5049,"Object, Sugar and Creamer Set",Sugar and Creamer Set
3,4665,"Object, Sugaring Tool",Sugaring Tool
3,14959,"Object, Sugaring Tool, Cooling Trough",Cooling Trough
3,4669,"Object, Sugaring Tool, Maple Sugar Mold",Maple Sugar Mold
3,4666,"Object, Sugaring Tool, Sap Bucket",Sap Bucket
3,4670,"Object, Sugaring Tool, Sap Pan",Sap Pan
3,4672,"Object, Sugaring Tool, Sap Spout",Sap Spout
3,4668,"Object, Sugaring Tool, Sugar Evaporator",Sugar Evaporator
3,4667,"Object, Sugaring Tool, Syrup Dipper",Syrup Dipper
3,4671,"Object, Sugaring Tool, Syrup Skimmer",Syrup Skimmer
3,10302,"Object, Sundial",Sundial
3,347,"Object, Supporting Elements",Supporting Elements
3,380,"Object, Supporting Pier",Supporting Pier
3,398,"Object, Surface Elements",Surface Elements
3,433,"Object, Surface Ornament",Surface Ornament
3,434,"Object, Surface Ornament, Ceiling Ornament",Ceiling Ornament
3,435,"Object, Surface Ornament, Fireplace Ornament",Fireplace Ornament
3,436,"Object, Surface Ornament, Wall Ornament",Wall Ornament
3,14967,"Object, Surge Protector",Surge Protector
3,10203,"Object, Survey Marker",Survey Marker
3,10205,"Object, Survey Marker, Concrete Marker",Concrete Marker
3,10206,"Object, Survey Marker, Survey Stake",Survey Stake
3,10204,"Object, Survey Marker, Tree Blaze",Tree Blaze
3,10169,"Object, Surveying Equipment",Surveying Equipment
3,10196,"Object, Surveying Instrument",Surveying Instrument
3,10172,"Object, Surveying Instrument Case",Surveying Instrument Case
3,10173,"Object, Surveying Instrument Case, Surveyor's Compass Case",Surveyor's Compass Case
3,10175,"Object, Surveyor's Chain",Surveyor's Chain
3,10176,"Object, Surveyor's Chain, Engineer's Chain",Engineer's Chain
3,10183,"Object, Surveyor's Compass",Surveyor's Compass
3,10184,"Object, Surveyor's Compass, Borehole Compass",Borehole Compass
3,10185,"Object, Surveyor's Compass, Dip Compass",Dip Compass
3,10186,"Object, Surveyor's Compass, Drycard Compass",Drycard Compass
3,10187,"Object, Surveyor's Compass, Solar Compass",Solar Compass
3,10197,"Object, Surveyor's Level",Surveyor's Level
3,10198,"Object, Surveyor's Level, Automatic Level",Automatic Level
3,10199,"Object, Surveyor's Level, Dumpy Level",Dumpy Level
3,10200,"Object, Surveyor's Level, Wye Level",Wye Level
3,10219,"Object, Surveyor's Scale",Surveyor's Scale
3,10224,"Object, Surveyor's Stand",Surveyor's Stand
3,10225,"Object, Surveyor's Stand, Jacob's Staff",Jacob's Staff
3,10226,"Object, Surveyor's Stand, Surveyor's Tripod",Surveyor's Tripod
3,10228,"Object, Surveyor's Tape",Surveyor's Tape
3,10234,"Object, Surveyor's Wheel",Surveyor's Wheel
3,14027,"Object, Sword Knot",Sword Knot
3,10303,"Object, Synchronizer",Synchronizer
3,6612,"Object, Syringe",Syringe
3,3736,"Object, Syringe Barrel",Syringe Barrel
3,13209,"Object, Séance Robe",Séance Robe
3,5006,"Object, Table Linen",Table Linen
3,5007,"Object, Table Linen, Napkin",Napkin
3,5008,"Object, Table Linen, Napkin, Bread Basket Napkin",Bread Basket Napkin
3,5010,"Object, Table Linen, Placemat",Placemat
3,5009,"Object, Table Linen, Table Pad",Table Pad
3,5011,"Object, Table Linen, Tablecloth",Tablecloth
3,5012,"Object, Table Linen, Tablecloth, Tea Cloth",Tea Cloth
3,14659,"Object, Table Tennis Gear",Table Tennis Gear
3,14660,"Object, Table Tennis Gear, Table Tennis Ball",Table Tennis Ball
3,14661,"Object, Table Tennis Gear, Table Tennis Net",Table Tennis Net
3,14662,"Object, Table Tennis Gear, Table Tennis Paddle",Table Tennis Paddle
3,14663,"Object, Table Tennis Gear, Table Tennis Set",Table Tennis Set
3,14664,"Object, Table Tennis Gear, Table Tennis Table",Table Tennis Table
3,5050,"Object, Tablecloth Set",Tablecloth Set
3,5051,"Object, Tableware Set",Tableware Set
3,11445,"Object, Tachistoscope",Tachistoscope
3,11876,"Object, Tack Container",Tack Container
3,11877,"Object, Tack Container, Tack Box",Tack Box
3,11878,"Object, Tack Container, Tack Rack",Tack Rack
3,11879,"Object, Tack Container, Tack Rack, Bridle Mount",Bridle Mount
3,11880,"Object, Tack Container, Tack Rack, Harness Rack",Harness Rack
3,11881,"Object, Tack Container, Tack Rack, Saddle Rack",Saddle Rack
3,4151,"Object, Taffy Pulling Machine",Taffy Pulling Machine
3,3743,"Object, Tail Docker",Tail Docker
3,6813,"Object, Tailor's Ham",Tailor's Ham
3,6874,"Object, Tailor's Square",Tailor's Square
3,13073,"Object, Talking Stick",Talking Stick
3,6307,"Object, Tamping Bag",Tamping Bag
3,6318,"Object, Tamping Bar",Tamping Bar
3,6319,"Object, Tamping Bar, Stemmer",Stemmer
3,5484,"Object, Tanner's Beam",Tanner's Beam
3,5657,"Object, Tanner's Tongs",Tanner's Tongs
3,3019,"Object, Tanning Device",Tanning Device
3,3020,"Object, Tanning Device, Tanning Bed",Tanning Bed
3,3021,"Object, Tanning Device, Tanning Booth",Tanning Booth
3,3022,"Object, Tanning Device, Tanning Lamp",Tanning Lamp
3,4751,"Object, Tantalus",Tantalus
3,6552,"Object, Tape Dispenser",Tape Dispenser
3,11177,"Object, Tape Reel",Tape Reel
3,4824,"Object, Tappit Hen",Tappit Hen
3,6618,"Object, Tarpaulin",Tarpaulin
3,12003,"Object, Tarpot",Tarpot
3,3027,"Object, Tattoo Machine",Tattoo Machine
3,12004,"Object, Taximeter",Taximeter
3,4146,"Object, Tea Infuser",Tea Infuser
3,4147,"Object, Tea Infuser, Tea Ball",Tea Ball
3,5038,"Object, Tea Service",Tea Service
3,12990,"Object, Tear Bottle",Tear Bottle
3,6947,"Object, Teasel Cross",Teasel Cross
3,3750,"Object, Teat Knife",Teat Knife
3,3758,"Object, Teat Slitter",Teat Slitter
3,2800,"Object, Teething Ring",Teething Ring
3,14885,"Object, Teething Toy",Teething Toy
3,11269,"Object, Telecommunication Accessories",Telecommunication Accessories
3,11355,"Object, Telecommunication Cable",Telecommunication Cable
3,11356,"Object, Telecommunication Cable, Antenna Lead Cable",Antenna Lead Cable
3,11357,"Object, Telecommunication Cable, Coaxial Cable",Coaxial Cable
3,11358,"Object, Telecommunication Cable, Submarine Cable",Submarine Cable
3,11359,"Object, Telecommunication Cable, Telephone Cable",Telephone Cable
3,11296,"Object, Telecommunication Devices",Telecommunication Devices
3,11272,"Object, Telecommunication Equipment Case",Telecommunication Equipment Case
3,11273,"Object, Telecommunication Equipment Case, Telephone Case",Telephone Case
3,11354,"Object, Telecommunication Media",Telecommunication Media
3,11361,"Object, Telecommunication Wire",Telecommunication Wire
3,11362,"Object, Telecommunication Wire, Antenna Wire",Antenna Wire
3,11363,"Object, Telecommunication Wire, Telegraph Wire",Telegraph Wire
3,11364,"Object, Telecommunication Wire, Telephone Wire",Telephone Wire
3,11324,"Object, Telegraph",Telegraph
3,11325,"Object, Telegraph, Telegraph Key",Telegraph Key
3,11326,"Object, Telegraph, Telegraph Printer",Telegraph Printer
3,11327,"Object, Telegraph, Telegraph Sounder",Telegraph Sounder
3,11328,"Object, Telemeter",Telemeter
3,8394,"Object, Telengiscope",Telengiscope
3,11329,"Object, Telephone",Telephone
3,11290,"Object, Telephone Jack",Telephone Jack
3,11284,"Object, Telephone Line Doubler",Telephone Line Doubler
3,11323,"Object, Telephone Switchboard",Telephone Switchboard
3,11330,"Object, Telephone, Cellular Telephone",Cellular Telephone
3,11331,"Object, Telephone, Coin-Operated Telephone",Coin-Operated Telephone
3,11332,"Object, Telephone, Cordless Telephone",Cordless Telephone
3,11333,"Object, Telephone, Desk Telephone",Desk Telephone
3,11334,"Object, Telephone, Field Telephone",Field Telephone
3,11335,"Object, Telephone, Magneto Telephone",Magneto Telephone
3,11336,"Object, Telephone, Satellite Telephone",Satellite Telephone
3,11337,"Object, Telephone, Wall Telephone",Wall Telephone
3,8395,"Object, Telepolariscope",Telepolariscope
3,8409,"Object, Telespectroscope",Telespectroscope
3,11338,"Object, Teletype",Teletype
3,11339,"Object, Teletype, Teleprinter",Teleprinter
3,11340,"Object, Teletype, Teletypewriter",Teletypewriter
3,11341,"Object, Teletype, Teletypewriter, TDD",TDD
3,11342,"Object, Television",Television
3,11304,"Object, Television Camera",Television Camera
3,11275,"Object, Television Converter",Television Converter
3,11276,"Object, Television Converter, Cable Converter",Cable Converter
3,11277,"Object, Television Converter, Color Converter",Color Converter
3,11278,"Object, Television Converter, UHF Converter",UHF Converter
3,11295,"Object, Television Tuner",Television Tuner
3,11343,"Object, Television, Console Television",Console Television
3,11344,"Object, Television, Portable Television",Portable Television
3,10229,"Object, Tellurometer",Tellurometer
3,1971,"Object, Temporary Tattoo",Temporary Tattoo
3,14665,"Object, Tennis Gear",Tennis Gear
3,14673,"Object, Tennis Gear, Deck Tennis Ring",Deck Tennis Ring
3,14666,"Object, Tennis Gear, Paddle Tennis Ball",Paddle Tennis Ball
3,14667,"Object, Tennis Gear, Tennis Ball",Tennis Ball
3,14668,"Object, Tennis Gear, Tennis Net",Tennis Net
3,14669,"Object, Tennis Gear, Tennis Paddle",Tennis Paddle
3,14670,"Object, Tennis Gear, Tennis Post",Tennis Post
3,14672,"Object, Tennis Gear, Tennis Racket",Tennis Racket
3,14671,"Object, Tennis Gear, Tennis Racket Press",Tennis Racket Press
3,14674,"Object, Tennis Gear, Tennis Shoe",Tennis Shoe
3,386,"Object, Tent Pole",Tent Pole
3,390,"Object, Tent Rigging",Tent Rigging
3,393,"Object, Tent Stake",Tent Stake
3,6962,"Object, Tenter Frame",Tenter Frame
3,7102,"Object, Tenterhook",Tenterhook
3,445,"Object, Tessera",Tessera
3,6931,"Object, Textile Comb",Textile Comb
3,6932,"Object, Textile Comb, Carding Comb",Carding Comb
3,6933,"Object, Textile Comb, Hand Comb",Hand Comb
3,6935,"Object, Textile Comb, Hatchel",Hatchel
3,6936,"Object, Textile Comb, Ripple",Ripple
3,6934,"Object, Textile Comb, Weaving Comb",Weaving Comb
3,6951,"Object, Textile Dryer",Textile Dryer
3,6952,"Object, Textile Dryer, Loop Dryer",Loop Dryer
3,6953,"Object, Textile Dryer, Reel Dryer",Reel Dryer
3,6954,"Object, Textile Dryer, Yarn Dryer",Yarn Dryer
3,7121,"Object, Textile Dyeing Vat",Textile Dyeing Vat
3,7019,"Object, Textile Machine",Textile Machine
3,7020,"Object, Textile Machine, Backfilling Machine",Backfilling Machine
3,7021,"Object, Textile Machine, Batt Making Machine",Batt Making Machine
3,7022,"Object, Textile Machine, Beetle Machine",Beetle Machine
3,7023,"Object, Textile Machine, Bleaching Machine",Bleaching Machine
3,7024,"Object, Textile Machine, Blending Machine",Blending Machine
3,7025,"Object, Textile Machine, Blending Machine, Feeder Blender",Feeder Blender
3,7026,"Object, Textile Machine, Blending Machine, Sandwich Blender",Sandwich Blender
3,7027,"Object, Textile Machine, Bonding Machine",Bonding Machine
3,7028,"Object, Textile Machine, Braiding Machine",Braiding Machine
3,7029,"Object, Textile Machine, Bulking Machine",Bulking Machine
3,7030,"Object, Textile Machine, Burling Machine",Burling Machine
3,7031,"Object, Textile Machine, Card Clothing Machine",Card Clothing Machine
3,7032,"Object, Textile Machine, Card Punching Machine",Card Punching Machine
3,7033,"Object, Textile Machine, Chinchilla Machine",Chinchilla Machine
3,7034,"Object, Textile Machine, Crabbing Machine",Crabbing Machine
3,7035,"Object, Textile Machine, Crocheting Machine",Crocheting Machine
3,7036,"Object, Textile Machine, Decating Machine",Decating Machine
3,7037,"Object, Textile Machine, Drawing-In Machine",Drawing-In Machine
3,7038,"Object, Textile Machine, Dyeing Machine",Dyeing Machine
3,7039,"Object, Textile Machine, Felting Machine",Felting Machine
3,7040,"Object, Textile Machine, Float Cutting Machine",Float Cutting Machine
3,7041,"Object, Textile Machine, Flocking Machine",Flocking Machine
3,7042,"Object, Textile Machine, Fulling Machine",Fulling Machine
3,7043,"Object, Textile Machine, Garnett Machine",Garnett Machine
3,7044,"Object, Textile Machine, Gigging Machine",Gigging Machine
3,7045,"Object, Textile Machine, Heat Setting Machine",Heat Setting Machine
3,7046,"Object, Textile Machine, Knitting Machine",Knitting Machine
3,7047,"Object, Textile Machine, Looping Machine",Looping Machine
3,7048,"Object, Textile Machine, Mercerizing Machine",Mercerizing Machine
3,7049,"Object, Textile Machine, Package Changing Machine",Package Changing Machine
3,7050,"Object, Textile Machine, Pad Machine",Pad Machine
3,7051,"Object, Textile Machine, Perlock Machine",Perlock Machine
3,7052,"Object, Textile Machine, Pinking Machine",Pinking Machine
3,7053,"Object, Textile Machine, Pleating Machine",Pleating Machine
3,7054,"Object, Textile Machine, Ropemaking Machine",Ropemaking Machine
3,7055,"Object, Textile Machine, Shrinking Machine",Shrinking Machine
3,7056,"Object, Textile Machine, Simplex Machine",Simplex Machine
3,7057,"Object, Textile Machine, Stuffing Machine",Stuffing Machine
3,7058,"Object, Textile Machine, Stuffing Machine, Pillow Machine",Pillow Machine
3,7059,"Object, Textile Machine, Sueding Machine",Sueding Machine
3,7060,"Object, Textile Machine, Textile Brushing Machine",Textile Brushing Machine
3,7061,"Object, Textile Machine, Textile Carding Machine",Textile Carding Machine
3,7062,"Object, Textile Machine, Textile Coating Machine",Textile Coating Machine
3,7063,"Object, Textile Machine, Textile Crimping Machine",Textile Crimping Machine
3,7064,"Object, Textile Machine, Textile Folding Machine",Textile Folding Machine
3,7065,"Object, Textile Machine, Textile Shearing Machine",Textile Shearing Machine
3,7066,"Object, Textile Machine, Textile Stretching Machine",Textile Stretching Machine
3,7067,"Object, Textile Machine, Texturing Machine",Texturing Machine
3,7068,"Object, Textile Machine, Throwing Machine",Throwing Machine
3,7069,"Object, Textile Machine, Tufting Machine",Tufting Machine
3,7070,"Object, Textile Machine, Tying-In Machine",Tying-In Machine
3,7071,"Object, Textile Machine, Waste Machine",Waste Machine
3,7077,"Object, Textile Making Needle",Textile Making Needle
3,7078,"Object, Textile Making Needle, Knitting Needle",Knitting Needle
3,7079,"Object, Textile Making Needle, Knitting Needle, Finishing Needle",Finishing Needle
3,7080,"Object, Textile Making Needle, Netmaking Needle",Netmaking Needle
3,6903,"Object, Textile Manufacturing Equipment",Textile Manufacturing Equipment
3,7084,"Object, Textile Reed",Textile Reed
3,6928,"Object, Textilemaking Tool Case",Textilemaking Tool Case
3,6929,"Object, Textilemaking Tool Case, Crochet Hook Case",Crochet Hook Case
3,6930,"Object, Textilemaking Tool Case, Knitting Needle Case",Knitting Needle Case
3,14313,"Object, Theatrical Mask",Theatrical Mask
3,10230,"Object, Theodolite",Theodolite
3,10231,"Object, Theodolite, Omnimeter",Omnimeter
3,10232,"Object, Theodolite, Transit",Transit
3,10236,"Object, Thermal",Thermal T&E
3,10237,"Object, Thermal, Bolometer",Bolometer
3,10238,"Object, Thermal, Calorimeter",Calorimeter
3,10241,"Object, Thermal, Cryophorus",Cryophorus
3,10242,"Object, Thermal, Ebullioscope",Ebullioscope
3,10244,"Object, Thermal, Hypsometer",Hypsometer
3,10243,"Object, Thermal, Temperature Gauge",Temperature Gauge
3,10246,"Object, Thermal, Tempil Stick",Tempil Stick
3,10245,"Object, Thermal, Thermal Instrument",Thermal Instrument
3,10239,"Object, Thermal, Thermal Instrument Case",Thermal Instrument Case
3,10240,"Object, Thermal, Thermal Instrument Case, Thermometer Case",Thermometer Case
3,10247,"Object, Thermal, Thermocouple",Thermocouple
3,10248,"Object, Thermal, Thermohydrometer",Thermohydrometer
3,10249,"Object, Thermal, Thermometer",Thermometer
3,10250,"Object, Thermal, Thermometer, Chronothermometer",Chronothermometer
3,10251,"Object, Thermal, Thermometer, Cryometer",Cryometer
3,10252,"Object, Thermal, Thermometer, Galvanothermometer",Galvanothermometer
3,10253,"Object, Thermal, Thermometer, Geothermometer",Geothermometer
3,10254,"Object, Thermal, Thermometer, Pyrometer",Pyrometer
3,10255,"Object, Thermal, Thermometer, Thermograph",Thermograph
3,10256,"Object, Thermal, Thermometer, Thermoscope",Thermoscope
3,10257,"Object, Thermal, Thermomultiplier",Thermomultiplier
3,5370,"Object, Thermoforming Heater",Thermoforming Heater
3,5371,"Object, Thermoforming Heater, Calrod Heater",Calrod Heater
3,214,"Object, Thermostat",Thermostat
3,6883,"Object, Thimble",Thimble
3,5496,"Object, Thonging Chisel",Thonging Chisel
3,6945,"Object, Thread Counter",Thread Counter
3,6900,"Object, Thread Winder",Thread Winder
3,6901,"Object, Thread Winder, Bobbin Winder",Bobbin Winder
3,6902,"Object, Thread Winder, Spool Winder",Spool Winder
3,6884,"Object, Threader",Threader
3,6963,"Object, Throstle Frame",Throstle Frame
3,11360,"Object, Ticker Tape",Ticker Tape
3,11310,"Object, Ticker Tape Machine",Ticker Tape Machine
3,11311,"Object, Ticker Tape Machine, Stock Ticker",Stock Ticker
3,13914,"Object, Ticket",Ticket
3,13919,"Object, Ticket, Admission Ticket",Admission Ticket
3,13923,"Object, Ticket, Admission Wristband",Admission Wristband
3,13916,"Object, Ticket, Admittance Card",Admittance Card
3,13920,"Object, Ticket, Meal Ticket",Meal Ticket
3,13917,"Object, Ticket, Pass",Pass
3,13918,"Object, Ticket, Pass, Boarding Pass",Boarding Pass
3,13915,"Object, Ticket, Ticket Book",Ticket Book
3,13921,"Object, Ticket, Transportation Ticket",Transportation Ticket
3,13922,"Object, Ticket, Transportation Ticket, Transfer Ticket",Transfer Ticket
3,2718,"Object, Tie Stretcher",Tie Stretcher
3,446,"Object, Tile",Tile
3,447,"Object, Tile, Ceiling Tile",Ceiling Tile
3,448,"Object, Tile, Ceiling Tile, Acoustical Tile",Acoustical Tile
3,449,"Object, Tile, Ceiling Tile, Pressed Metal Ceiling Tile",Pressed Metal Ceiling Tile
3,450,"Object, Tile, Decorative Tile",Decorative Tile
3,451,"Object, Tile, Floor Tile",Floor Tile
3,452,"Object, Tile, Hearth Tile",Hearth Tile
3,453,"Object, Tile, Hip Tile",Hip Tile
3,454,"Object, Tile, Ridge Tile",Ridge Tile
3,455,"Object, Tile, Roof Tile",Roof Tile
3,456,"Object, Tile, Roof Tile, Imbrex",Imbrex
3,457,"Object, Tile, Roof Tile, Pantile",Pantile
3,458,"Object, Tile, Wall Tile",Wall Tile
3,61,"Object, Timber Log",Timber Log
3,10260,"Object, Time Ball",Time Ball
3,10259,"Object, Timekeeping T&E",Timekeeping T&E
3,10304,"Object, Timepiece",Timepiece
3,10261,"Object, Timepiece Case",Timepiece Case
3,10262,"Object, Timepiece Case, Watch Case",Watch Case
3,10292,"Object, Timepiece Component",Timepiece Component
3,10293,"Object, Timepiece Component, Gnomon",Gnomon
3,10294,"Object, Timepiece Component, Timepiece Key",Timepiece Key
3,10295,"Object, Timepiece Component, Timepiece Key, Clock Key",Clock Key
3,10296,"Object, Timepiece Component, Timepiece Key, Watch Key",Watch Key
